R_3Ev6vNo7p6Hb9FZ,EN,Male,Group 2,1,2,2,1,2,1,Performance1,Middle,Performance2,20%,Performance3,Category 1,Birth,Country 1,Living,City 4,Rating,Very Good,Low,5%,Category 1,Country 3,City 3,Very Bad,Performance1,Middle,Performance2,5%,Performance3,Category 1,Birth,Country 1,Living,City 4,Rating,Very Bad,Low,10%,Category 2,Country 2,City 2,Very Good,Performance1,Low,Performance2,25%,Performance3,Category 6,Birth,Country 4,Living,City 2,Rating,Good,Middle,30%,Category 6,Country 1,City 4,Bad,Performance1,Middle,Performance2,30%,Performance3,Category 1,Birth,Country 2,Living,City 1,Rating,Good,Middle,20%,Category 4,Country 4,City 2,Very Good,Performance1,Low,Performance2,20%,Performance3,Category 5,Birth,Country 2,Living,City 1,Rating,Very Bad,Low,30%,Category 3,Country 4,City 3,Good,Performance1,Low,Performance2,10%,Performance3,Category 3,Birth,Country 2,Living,City 5,Rating,Very Bad,High,5%,Category 2,Country 4,City 3,Very Bad
R_3NvSRCJ7OP3W4KE,EN,Male,Group 4,2,2,2,1,2,1,Performance1,Low,Performance2,10%,Performance3,Category 1,Birth,Country 2,Living,City 1,Rating,Very Bad,High,5%,Category 2,Country 4,City 1,Bad,Performance1,Low,Performance2,15%,Performance3,Category 4,Birth,Country 3,Living,City 5,Rating,Good,Middle,5%,Category 3,Country 3,City 2,Good,Performance1,High,Performance2,5%,Performance3,Category 3,Birth,Country 3,Living,City 3,Rating,Very Bad,High,30%,Category 5,Country 2,City 2,Bad,Performance1,Middle,Performance2,30%,Performance3,Category 1,Birth,Country 1,Living,City 4,Rating,Good,Middle,25%,Category 1,Country 1,City 4,Bad,Performance1,Low,Performance2,20%,Performance3,Category 4,Birth,Country 4,Living,City 1,Rating,Bad,Middle,30%,Category 1,Country 3,City 5,Bad,Performance1,High,Performance2,30%,Performance3,Category 3,Birth,Country 1,Living,City 1,Rating,Very Bad,Middle,25%,Category 1,Country 1,City 1,Good
R_1NsQp5A3upjAYrs,EN,Male,Group 4,1,1,1,2,1,2,Performance1,Low,Performance2,25%,Performance3,Category 5,Birth,Country 4,Living,City 4,Rating,Good,High,20%,Category 6,Country 3,City 1,Very Good,Performance1,High,Performance2,30%,Performance3,Category 1,Birth,Country 1,Living,City 1,Rating,Very Good,Low,25%,Category 5,Country 2,City 4,Very Bad,Performance1,Middle,Performance2,20%,Performance3,Category 4,Birth,Country 3,Living,City 1,Rating,Bad,High,20%,Category 4,Country 4,City 2,Very Good,Performance1,Low,Performance2,20%,Performance3,Category 1,Birth,Country 4,Living,City 2,Rating,Good,High,5%,Category 6,Country 3,City 3,Very Bad,Performance1,Middle,Performance2,20%,Performance3,Category 4,Birth,Country 1,Living,City 4,Rating,Very Good,High,15%,Category 5,Country 4,City 4,Very Bad,Performance1,Middle,Performance2,15%,Performance3,Category 1,Birth,Country 3,Living,City 4,Rating,Very Good,Middle,10%,Category 1,Country 2,City 5,Very Bad
R_2coyiiAwWqdL8MB,EN,Male,Group 5,2,2,2,2,2,2,Performance1,Low,Performance2,10%,Performance3,Category 4,Birth,Country 1,Living,City 3,Rating,Good,Middle,15%,Category 3,Country 4,City 3,Very Bad,Performance1,Low,Performance2,25%,Performance3,Category 4,Birth,Country 1,Living,City 4,Rating,Very Bad,Middle,30%,Category 1,Country 3,City 4,Good,Performance1,High,Performance2,20%,Performance3,Category 6,Birth,Country 1,Living,City 4,Rating,Bad,High,30%,Category 3,Country 1,City 1,Very Bad,Performance1,Low,Performance2,10%,Performance3,Category 1,Birth,Country 1,Living,City 4,Rating,Bad,Middle,30%,Category 5,Country 2,City 2,Bad,Performance1,High,Performance2,30%,Performance3,Category 6,Birth,Country 3,Living,City 5,Rating,Bad,Low,10%,Category 2,Country 1,City 4,Very Bad,Performance1,Middle,Performance2,15%,Performance3,Category 4,Birth,Country 2,Living,City 1,Rating,Very Bad,High,10%,Category 5,Country 3,City 5,Bad
R_2D5oRyO4Ti6oR71,EN,Male,Group 4,2,2,1,1,1,1,Performance1,Middle,Performance2,10%,Performance3,Category 4,Birth,Country 1,Living,City 4,Rating,Good,Low,25%,Category 5,Country 4,City 2,Bad,Performance1,Low,Performance2,10%,Performance3,Category 6,Birth,Country 1,Living,City 4,Rating,Very Bad,High,10%,Category 1,Country 1,City 2,Good,Performance1,High,Performance2,10%,Performance3,Category 1,Birth,Country 3,Living,City 2,Rating,Very Good,High,25%,Category 3,Country 3,City 1,Very Bad,Performance1,Low,Performance2,25%,Performance3,Category 3,Birth,Country 2,Living,City 5,Rating,Bad,Middle,10%,Category 4,Country 1,City 4,Very Good,Performance1,Low,Performance2,10%,Performance3,Category 1,Birth,Country 4,Living,City 4,Rating,Good,Middle,10%,Category 6,Country 4,City 3,Bad,Performance1,High,Performance2,25%,Performance3,Category 6,Birth,Country 4,Living,City 1,Rating,Good,Low,15%,Category 2,Country 4,City 2,Bad
R_3egkJxw06fsGpVH,EN,Male,Group 4,1,1,2,1,2,2,Performance1,High,Performance2,20%,Performance3,Category 3,Birth,Country 4,Living,City 1,Rating,Very Good,High,10%,Category 1,Country 4,City 4,Very Bad,Performance1,Middle,Performance2,5%,Performance3,Category 3,Birth,Country 3,Living,City 4,Rating,Very Bad,Middle,10%,Category 3,Country 1,City 5,Bad,Performance1,Middle,Performance2,30%,Performance3,Category 4,Birth,Country 3,Living,City 5,Rating,Good,Low,5%,Category 5,Country 3,City 2,Bad,Performance1,Low,Performance2,25%,Performance3,Category 4,Birth,Country 1,Living,City 5,Rating,Very Good,High,5%,Category 6,Country 4,City 5,Bad,Performance1,Low,Performance2,5%,Performance3,Category 1,Birth,Country 3,Living,City 4,Rating,Good,Middle,25%,Category 1,Country 3,City 5,Bad,Performance1,High,Performance2,5%,Performance3,Category 5,Birth,Country 4,Living,City 1,Rating,Very Good,Low,10%,Category 6,Country 2,City 5,Very Good
R_2QWCm3uBqqmimHQ,EN,Male,Group 1,2,1,2,1,2,1,Performance1,Low,Performance2,10%,Performance3,Category 6,Birth,Country 3,Living,City 3,Rating,Very Good,High,25%,Category 3,Country 1,City 3,Bad,Performance1,High,Performance2,25%,Performance3,Category 3,Birth,Country 3,Living,City 2,Rating,Good,Middle,30%,Category 4,Country 3,City 5,Very Bad,Performance1,High,Performance2,30%,Performance3,Category 5,Birth,Country 4,Living,City 1,Rating,Bad,Middle,15%,Category 2,Country 1,City 1,Good,Performance1,Middle,Performance2,5%,Performance3,Category 2,Birth,Country 1,Living,City 5,Rating,Good,Low,30%,Category 6,Country 4,City 2,Bad,Performance1,Low,Performance2,30%,Performance3,Category 3,Birth,Country 4,Living,City 4,Rating,Very Bad,Middle,10%,Category 1,Country 3,City 1,Very Good,Performance1,Middle,Performance2,25%,Performance3,Category 5,Birth,Country 4,Living,City 1,Rating,Very Bad,High,10%,Category 5,Country 2,City 4,Bad
R_424vIwJPJ81lS6d,EN,Male,Group 1,1,2,1,1,2,2,Performance1,Low,Performance2,30%,Performance3,Category 3,Birth,Country 1,Living,City 1,Rating,Good,Middle,30%,Category 3,Country 1,City 2,Very Good,Performance1,High,Performance2,10%,Performance3,Category 3,Birth,Country 2,Living,City 3,Rating,Very Bad,Middle,25%,Category 5,Country 4,City 3,Good,Performance1,High,Performance2,20%,Performance3,Category 6,Birth,Country 3,Living,City 1,Rating,Bad,Middle,10%,Category 2,Country 1,City 4,Very Good,Performance1,High,Performance2,5%,Performance3,Category 5,Birth,Country 3,Living,City 2,Rating,Good,Middle,15%,Category 5,Country 1,City 1,Bad,Performance1,High,Performance2,20%,Performance3,Category 1,Birth,Country 1,Living,City 1,Rating,Bad,Middle,20%,Category 2,Country 3,City 4,Very Bad,Performance1,Low,Performance2,30%,Performance3,Category 4,Birth,Country 4,Living,City 4,Rating,Bad,Low,5%,Category 3,Country 2,City 2,Bad
R_1Hc7CnbNdGS555F,EN,Male,Group 2,1,1,1,1,1,1,Performance1,Low,Performance2,15%,Performance3,Category 5,Birth,Country 2,Living,City 5,Rating,Good,High,30%,Category 1,Country 2,City 2,Very Good,Performance1,Middle,Performance2,15%,Performance3,Category 2,Birth,Country 2,Living,City 1,Rating,Bad,High,20%,Category 1,Country 4,City 2,Bad,Performance1,Middle,Performance2,15%,Performance3,Category 1,Birth,Country 3,Living,City 5,Rating,Very Bad,High,30%,Category 5,Country 4,City 2,Good,Performance1,Middle,Performance2,20%,Performance3,Category 1,Birth,Country 4,Living,City 3,Rating,Good,Middle,20%,Category 6,Country 4,City 5,Bad,Performance1,Middle,Performance2,5%,Performance3,Category 6,Birth,Country 4,Living,City 1,Rating,Very Good,High,10%,Category 2,Country 4,City 2,Good,Performance1,Middle,Performance2,20%,Performance3,Category 6,Birth,Country 3,Living,City 5,Rating,Good,Low,20%,Category 2,Country 1,City 3,Very Bad
R_e3etVVxdrGhg2g9,EN,Male,Group 5,1,1,1,2,2,2,Performance1,Middle,Performance2,30%,Performance3,Category 5,Birth,Country 2,Living,City 3,Rating,Very Good,Middle,10%,Category 2,Country 1,City 5,Very Bad,Performance1,High,Performance2,30%,Performance3,Category 6,Birth,Country 4,Living,City 5,Rating,Good,Middle,30%,Category 3,Country 2,City 4,Bad,Performance1,Low,Performance2,20%,Performance3,Category 2,Birth,Country 1,Living,City 4,Rating,Very Good,Low,5%,Category 6,Country 1,City 3,Good,Performance1,High,Performance2,30%,Performance3,Category 4,Birth,Country 4,Living,City 4,Rating,Bad,High,5%,Category 4,Country 3,City 3,Good,Performance1,Low,Performance2,15%,Performance3,Category 5,Birth,Country 1,Living,City 4,Rating,Very Bad,Middle,10%,Category 2,Country 4,City 1,Very Bad,Performance1,Middle,Performance2,20%,Performance3,Category 6,Birth,Country 1,Living,City 3,Rating,Very Bad,High,10%,Category 6,Country 4,City 1,Very Bad
R_3NEXeRF3lycOhDw,EN,Male,Group 2,2,1,2,1,2,1,Performance1,Middle,Performance2,15%,Performance3,Category 2,Birth,Country 4,Living,City 3,Rating,Very Bad,Middle,15%,Category 2,Country 1,City 2,Good,Performance1,High,Performance2,5%,Performance3,Category 6,Birth,Country 3,Living,City 1,Rating,Good,Middle,10%,Category 3,Country 2,City 5,Very Good,Performance1,Middle,Performance2,25%,Performance3,Category 5,Birth,Country 1,Living,City 5,Rating,Very Good,Low,15%,Category 1,Country 2,City 1,Very Bad,Performance1,Middle,Performance2,30%,Performance3,Category 1,Birth,Country 3,Living,City 1,Rating,Good,Middle,25%,Category 4,Country 1,City 1,Very Bad,Performance1,Middle,Performance2,5%,Performance3,Category 6,Birth,Country 3,Living,City 1,Rating,Bad,High,30%,Category 1,Country 4,City 1,Bad,Performance1,High,Performance2,10%,Performance3,Category 4,Birth,Country 1,Living,City 3,Rating,Very Bad,Middle,15%,Category 4,Country 4,City 4,Bad
R_1EiLOxj925JAZjW,EN,Male,Group 4,1,2,2,1,2,2,Performance1,Low,Performance2,20%,Performance3,Category 6,Birth,Country 3,Living,City 3,Rating,Very Good,Low,30%,Category 4,Country 4,City 1,Bad,Performance1,Low,Performance2,10%,Performance3,Category 5,Birth,Country 2,Living,City 1,Rating,Very Bad,High,20%,Category 5,Country 4,City 2,Bad,Performance1,Low,Performance2,5%,Performance3,Category 3,Birth,Country 2,Living,City 4,Rating,Very Bad,Low,25%,Category 4,Country 4,City 1,Very Good,Performance1,High,Performance2,5%,Performance3,Category 2,Birth,Country 1,Living,City 1,Rating,Bad,High,15%,Category 1,Country 3,City 3,Bad,Performance1,Middle,Performance2,25%,Performance3,Category 3,Birth,Country 3,Living,City 1,Rating,Very Bad,High,30%,Category 2,Country 1,City 5,Very Bad,Performance1,Middle,Performance2,25%,Performance3,Category 4,Birth,Country 3,Living,City 4,Rating,Very Bad,High,25%,Category 3,Country 2,City 1,Very Bad
R_3Rxqo8W5dtLPoUl,EN,Female,Group 2,1,1,1,1,2,2,Performance1,High,Performance2,25%,Performance3,Category 4,Birth,Country 4,Living,City 3,Rating,Bad,Middle,10%,Category 1,Country 2,City 2,Very Bad,Performance1,Middle,Performance2,15%,Performance3,Category 3,Birth,Country 3,Living,City 5,Rating,Very Bad,Low,25%,Category 4,Country 3,City 4,Very Good,Performance1,High,Performance2,30%,Performance3,Category 3,Birth,Country 4,Living,City 4,Rating,Good,Middle,20%,Category 1,Country 3,City 3,Very Bad,Performance1,Low,Performance2,30%,Performance3,Category 4,Birth,Country 2,Living,City 2,Rating,Very Bad,Middle,20%,Category 2,Country 2,City 4,Very Good,Performance1,High,Performance2,5%,Performance3,Category 6,Birth,Country 3,Living,City 2,Rating,Bad,Middle,10%,Category 5,Country 4,City 5,Very Bad,Performance1,High,Performance2,25%,Performance3,Category 5,Birth,Country 4,Living,City 1,Rating,Very Bad,Middle,15%,Category 3,Country 3,City 3,Good
